y,z
1.539492654728576149e+01,2.664497834558089551e+01
1.539678159706612881e+01,2.788223203138746698e+01
1.525681398230082131e+01,2.915494960905547828e+01
1.496289345161217454e+01,3.043910708978161495e+01
1.450738502458994894e+01,3.170676664854773463e+01
1.388848038583843980e+01,3.292709002234460058e+01
1.311127567554373741e+01,3.406784424860444460e+01
1.218839242043155302e+01,3.509732911407866141e+01
1.113995971234854565e+01,3.598656422748391037e+01
9.992843000511221874e+00,3.671149006991221597e+01
8.779114383749909933e+00,3.725488674927364485e+01
7.533892471454006312e+00,3.760771893853769399e+01
6.292805415336308883e+00,3.776968591645668738e+01
5.089413310262107970e+00,3.774888268721810647e+01
3.952939327582305040e+00,3.756063300764808588e+01
2.906596224224647251e+00,3.722569754451208013e+01
1.966673626646521900e+00,3.676815294681205870e+01
1.142406635618257393e+00,3.621325960716925607e+01
4.365168177802094540e-01,3.558558971587451225e+01
-1.537684310575498925e-01,3.490759500601097898e+01
-6.354418859699721978e-01,3.419868645054498302e+01
-1.018392695035962747e+00,3.347480412957274609e+01
-1.314187811272474971e+00,3.274839152265626296e+01
-1.535052990858618127e+00,3.202865876675159029e+01
-1.693091948816780823e+00,3.132201842928063229e+01
-1.799740303126763141e+00,3.063259494426673868e+01
-1.865425087773845414e+00,2.996273477407231667e+01
-1.899388856912456403e+00,2.931347078752204638e+01
-1.909635777428546177e+00,2.868491671080222005e+01
-1.902961502031988994e+00,2.807658401511631041e+01
-1.885035717930099386e+00,2.748762431684789576e+01
-1.860513854705657222e+00,2.691700629800990896e+01
-1.833161269109543356e+00,2.636363861796683139e+01
-1.805978782252451564e+00,2.582645050545279730e+01
-1.781322649414815107e+00,2.530444066356714927e+01
-1.761015047131220479e+00,2.479670347697683042e+01
-1.746443205179835756e+00,2.430243972018635290e+01
-1.738646635810507934e+00,2.382095728084182440e+01
-1.738392728182359681e+00,2.335166595554185420e+01
-1.746241445836902439e+00,2.289406918854854212e+01
-1.762600108352944117e+00,2.244775469993077266e+01
-1.787769337974173034e+00,2.201238525897890952e+01
-1.821981263336849732e+00,2.158769036192782664e+01
-1.865431031315048171e+00,2.117345923009548869e+01
-1.918302607109981128e+00,2.076953531915202689e+01
-1.980789756100448828e+00,2.037581239162678415e+01
-2.053113007245547017e+00,1.999223212818350959e+01
-2.135533302175826709e+00,1.961878321950861803e+01
-2.228362939571393309e+00,1.925550187558772919e+01
-2.331974332672946737e+00,1.890247370240003733e+01
-2.446807009535028943e+00,1.855983692047714229e+01
-2.573373200949803596e+00,1.822778693055381183e+01
-2.712262279328186754e+00,1.790658226559479971e+01
-2.864144232220075637e+00,1.759655200390077212e+01
-3.029772275129793524e+00,1.729810475360399025e+01
-3.209984627935773549e+00,1.701173935387180336e+01
-3.405705395205760766e+00,1.673805747184199078e+01
-3.617944400199314181e+00,1.647777830583489234e+01
-3.847795722078580560e+00,1.623175563339513516e+01
-4.096434572027464860e+00,1.600099746515059351e+01
-4.365112012350414794e+00,1.578668857921370972e+01
-4.655146868501082835e+00,1.559021621129005553e+01
-4.967914002400278584e+00,1.541319915621360082e+01
-5.304827901334073559e+00,1.525752048807959760e+01
-5.667320285611449293e+00,1.512536401585593104e+01
-6.056810146675545070e+00,1.501925444231356188e+01
-6.474664294670311904e+00,1.494210096385950237e+01
-6.922146124172249948e+00,1.489724370829488187e+01
-7.400349909841361651e+00,1.488850191986269067e+01
-7.910117542558670500e+00,1.492022212097094602e+01
-8.451934250945438265e+00,1.499732355416025875e+01
-9.025799587894539400e+00,1.512533697624150442e+01
-9.631069897011020231e+00,1.531043127738174192e+01
-1.026626875722195820e+01,1.555942037752566520e+01
-1.092886274374050970e+01,1.587974038219422113e+01
-1.161500152185252510e+01,1.627938408362387435e+01
-1.231922416855466906e+01,1.676677669109996316e+01
-1.303413813088533679e+01,1.735057344196706453e+01
-1.375008385275491918e+01,1.803935699374261858e+01
-1.445480726660062665e+01,1.884121106946810542e+01
-1.513317429170333739e+01,1.976314798617735846e+01
-1.576697600548210509e+01,2.081037317878264759e+01
-1.633488925240909850e+01,2.198538180271051345e+01
-1.681267286053384424e+01,2.328690329387480062e+01
-1.717369034786763393e+01,2.470874130660109458e+01
-1.738984999964234746e+01,2.623859921307896670e+01
-1.743303468656359811e+01,2.785703284446919525e+01
-1.727704845775603104e+01,2.953672515255974318e+01
-1.690002868383902523e+01,3.124231856702968457e+01
-1.628716181710450783e+01,3.293105051224362967e+01
-1.543340992147225421e+01,3.455439332437641298e+01
-1.434583193133941847e+01,3.606078351763277823e+01
-1.304501080679296976e+01,3.739933440113156138e+01
-1.156512335153281334e+01,3.852418508924201035e+01
-9.952347768005012085e+00,3.939890504300449692e+01
-8.261592195344432454e+00,4.000022662743095481e+01
-6.551889528930004758e+00,4.032039486882477064e+01
-4.881136610775058671e+00,4.036763785665718984e+01
-3.301043433385653092e+00,4.016463621305843645e+01
-1.853123046252988404e+00,3.974529900762360768e+01
-5.662981910107309780e-01,3.915049897147218161e+01
5.436867910786791214e-01,3.842357397555736753e+01
1.473248761979784938e+00,3.760633356904210700e+01
2.228816274482599891e+00,3.673607196997242141e+01
2.824122654762597051e+00,3.584378489086022057e+01
3.277462139781007977e+00,3.495351802837516431e+01
3.609279251755678430e+00,3.408260147459592559e+01
3.840285466503965406e+00,3.324245888656331260e+01
3.990147136553247709e+00,3.243969932483805252e+01
4.076688559817466917e+00,3.167726571614394615e+01
4.115504710006377742e+00,3.095549309474221644e+01
4.119867289085088480e+00,3.027300023754946068e+01
4.100819955318852905e+00,2.962739040088850118e+01
4.067380764114324698e+00,2.901576963996329539e+01
4.026793386959594656e+00,2.843510815914954293e+01
3.984789023029783550e+00,2.788247612688999766e+01
3.945836490101839900e+00,2.735518477631927325e+01
3.913368858400962491e+00,2.685085967711111365e+01
3.889982004167536367e+00,2.636746793725678728e+01
3.877604622766441356e+00,2.590331599519523564e+01
3.877641468154032101e+00,2.545703018566168652e+01
3.891092589293192017e+00,2.502752861562315800e+01
3.918651620172549421e+00,2.461399006891561569e+01
3.960786081164301198e+00,2.421582357066372992e+01
4.017802370098141118e+00,2.383264075265238446e+01
4.089897778583677201e+00,2.346423213618268377e+01
4.177201523793035776e+00,2.311054777277869121e+01
4.279806465699233620e+00,2.277168225917556654e+01
4.397792893687452853e+00,2.244786389548767502e+01
4.531245514242046468e+00,2.213944762647762587e+01
4.680264548855742390e+00,2.184691135238359294e+01
4.844971653166290082e+00,2.157085518642983502e+01
5.025511189729235717e+00,2.131200324841057991e+01
5.222047223872537280e+00,2.107120760155730821e+01
5.434756461982603426e+00,2.084945395181444283e+01
5.663817212755913211e+00,2.064786872628571857e+01
5.909394324040865953e+00,2.046772712455087273e+01
6.171619931829991579e+00,2.031046168749392677e+01
6.450569756207050531e+00,2.017767084851505288e+01
6.746234595930943989e+00,2.007112681710002988e+01
7.058486615490480176e+00,1.999278199055919458e+01
7.387039995415461746e+00,1.994477289275092602e+01
7.731405541423443495e+00,1.992942039640501051e+01
8.090838937816073440e+00,1.994922469816507515e+01
8.464282507285945556e+00,2.000685318646732114e+01
8.850300629704175748e+00,2.010511898179302648e+01
9.247009407753573385e+00,2.024694755572541283e+01
9.652001781706093908e+00,2.043532848151632209e+01
1.006227012344209193e+01,2.067324908365439029e+01
1.047412940977122631e+01,2.096360660818368871e+01
1.088314540205607983e+01,2.130909562610614572e+01
1.128407383142146081e+01,2.171206783401509099e+01
1.167081835156152714e+01,2.217436238018431993e+01
1.203641685546131512e+01,2.269710648885689963e+01
1.237306745266592145e+01,2.328048864594691381e+01
1.267220665744827812e+01,2.392351007398859508e+01
1.292465271532206650e+01,2.462372470140201131e+01
1.312082595942324481e+01,2.537698319955893211e+01
1.325105504354115915e+01,2.617720255776089644e+01
1.330597228761696549e+01,2.701618840938347432e+01
1.327699283342971270e+01,2.788354186727379513e+01
1.315686089167730977e+01,2.876668459398635491e+01
1.294023276211665419e+01,2.965103365744347030e+01
1.262425206273249856e+01,3.052034995610916113e+01
1.220906014285286112e+01,3.135726976201830496e+01
1.169817709921270854e+01,3.214400845906926207e+01
1.109868942927704083e+01,3.286320066811948237e+01
1.042119168246627936e+01,3.349881524223339824e+01
9.679452287359813667e+00,3.403706212026395406e+01
8.889806198396929204e+00,3.446719625773476281e+01
8.070314378017297230e+00,3.478212631206972105e+01
7.239765416528940456e+00,3.497875432245590588e+01
6.416620147988796319e+00,3.505800542245147255e+01
5.618009813659592844e+00,3.502454797762213445e+01
4.858889512595061078e+00,3.488624621103208767e+01
4.151423196178793518e+00,3.465342081178985723e+01
3.504640151338457521e+00,3.433801180727427749e+01
2.924363834270953699e+00,3.395273959479715131e+01
2.413379933633090335e+00,3.351034622209036229e+01
1.971787246961211659e+00,3.302297479676356318e+01
1.597464569143795421e+00,3.250171672253291177e+01
1.286588301190201067e+00,3.195633021956147601e+01
1.034145666827772203e+00,3.139511335182486462e+01
8.344032095048576902e-01,3.082490230267202236e+01
6.813059130507035377e-01,3.025116063380490061e+01
5.687961745182223972e-01,2.967812615244589125e+01
4.910525299694651347e-01,2.910898670192417015e+01
4.426551337095305794e-01,2.854606268841725836e+01
4.186888785891847986e-01,2.799098091677117495e+01
4.147964381632525677e-01,2.744483034333822147e+01
4.271932087226147368e-01,2.690829517777418545e+01
4.526548372326968384e-01,2.638176426464808699e+01
4.884862804788014379e-01,2.586541796508692670e+01
5.324795161280780897e-01,2.535929506510236919e+01
5.828653333390905189e-01,2.486334281566621840e+01
6.382631735772062997e-01,2.437745329467757571e+01
6.976318030159172068e-01,2.390148906454674105e+01
7.602226653889350150e-01,2.343530072475973824e+01
8.255370566146572608e-01,2.297873852571724029e+01
8.932877410836640442e-01,2.253165978140666326e+01
9.633652560543148891e-01,2.209393342992341402e+01
1.035808891487442374e+00,2.166544275934801078e+01
1.110782159947027559e+00,2.124608704647760149e+01
1.188552462621451422e+00,2.083578264449398887e+01
1.269474595740050615e+00,2.043446389606540947e+01
1.353977713378065939e+00,2.004208413235425823e+01
1.442555357748042111e+00,1.965861693759612550e+01
1.535758178898965154e+00,1.928405780572472139e+01
1.634188986466440729e+00,1.891842628345620625e+01
1.738499802305739639e+00,1.856176867805298514e+01
1.849390611095298453e+00,1.821416140356868496e+01
1.967609533682094236e+00,1.787571504367354436e+01
2.093954172958442772e+00,1.754657921997446479e+01
2.229273902689210995e+00,1.722694837056146611e+01
2.374472884449259968e+00,1.691706856333160403e+01
2.530513605275457767e+00,1.661724549182176602e+01
2.698420727349866599e+00,1.632785382740106073e+01
2.879285029431311926e+00,1.604934813039357522e+01
3.074267196005566305e+00,1.578227555363347889e+01
3.284601172025117588e+00,1.552729060450588605e+01
3.511596745973067257e+00,1.528517226472863832e+01
3.756640948540469704e+00,1.505684379941035189e+01
4.021197754499807431e+00,1.484339561581331957e+01
4.306805446689295991e+00,1.464611155401420817e+01
4.615070837933027192e+00,1.446649900076379147e+01
4.947659343072229099e+00,1.430632320632028431e+01
5.306279642500492777e+00,1.416764614057345995e+01
5.692661374177422573e+00,1.405287013367760274e+01
6.108523927518867858e+00,1.396478638618475188e+01
6.555533986817300374e+00,1.390662817543776697e+01
7.035248985878418182e+00,1.388212819065829606e+01
7.549043100025089714e+00,1.389557884960087186e+01
8.098011841456148829e+00,1.395189362310013692e+01
8.682850786379699315e+00,1.405666624541381005e+01
9.303703527958740338e+00,1.421622313142512972e+01
9.959973746561292529e+00,1.443766226377776896e+01
1.065009651321794060e+01,1.472886916704791105e+01
1.137126487635417327e+01,1.509849729400166751e+01
1.211910981732654946e+01,1.555589622028917240e+01
1.288733531178808178e+01,1.611096661689914100e+01
1.366731613501545439e+01,1.677391640156681518e+01
1.444767490887080186e+01,1.755488845932343622e+01
1.521386737639761222e+01,1.846342805637660334e+01
1.594782141400448694e+01,1.950775937932509763e+01
1.662769561239409200e+01,2.069384808028880940e+01
1.722784592287317906e+01,2.202424353980977045e+01
1.771911047256355332e+01,2.349672429889035641e+01
1.806953708492552835e+01,2.510281562986475734e+01
1.824567602184159298e+01,2.682631003602900677e+01
1.821453001400185556e+01,2.864199528063922173e+01
1.794618231596141555e+01,3.051486831278008438e+01
1.741700315321818593e+01,3.240016528970604526e+01
1.661316905701963265e+01,3.424453676479089381e+01
1.553404183413601203e+01,3.598860908919682089e+01
1.419479316215112696e+01,3.757097488093668858e+01
1.262759657291062609e+01,3.893335362761500562e+01
1.088081102804544997e+01,4.002631184999349045e+01
9.015885328894960082e+00,4.081463378738484238e+01
7.102185248386355454e+00,4.128131484853079769e+01
5.210465018735704668e+00,4.142930730117557658e+01
3.406095315903152621e+00,4.128058613668849830e+01
1.743262499719083536e+00,4.087270840221586354e+01
2.611105662101282920e-01,4.025361111163359595e+01
-1.017709669810856976e+00,3.947573345968675085e+01
-2.086203119201829548e+00,3.859055837374044984e+01
-2.950484013471575295e+00,3.764438549020953673e+01
-3.626315924478087371e+00,3.667571577848632813e+01
-4.135499473596984110e+00,3.571421311763237583e+01
-4.502667192859074241e+00,3.478092460391547291e+01
-4.752786586528118029e+00,3.388932332419481952e+01
-4.909445517492820876e+00,3.304675455324262856e+01
-4.993841849230427066e+00,3.225596061159958339e+01
-5.024325300145330075e+00,3.151647631150835238e+01
-5.016324843696297719e+00,3.082579047041474851e+01
-4.982515045458883129e+00,3.018024412269336310e+01
-4.933108864867469912e+00,2.957568176780549507e+01
-4.876199432016862900e+00,2.900789424119000870e+01
-4.818102605916688042e+00,2.847289833821253424e+01
-4.763673767495692601e+00,2.796709591554595420e+01
-4.716586813418393476e+00,2.748734866596434401e+01
-4.679572200291433504e+00,2.703099709089714153e+01
-4.654615786961578294e+00,2.659584496633750916e+01
-4.643122532597640628e+00,2.618012449413234322e+01
-4.646049870321617981e+00,2.578245251737268973e+01
-4.664015496716280573e+00,2.540178456325939038e+01
-4.697383840739324690e+00,2.503737086495235786e+01
-4.746334859942135331e+00,2.468871669170228245e+01
-4.810918194420331417e+00,2.435554808933782311e+01
-4.891095152420102288e+00,2.403778333923870392e+01
-4.986770526778387058e+00,2.373550995602854385e+01
-5.097815847606457673e+00,2.344896676577317152e+01
-5.224085353674182031e+00,2.317853046601874567e+01
-5.365425700027894429e+00,2.292470601478709469e+01
-5.521680200453922716e+00,2.268812019084569442e+01
-5.692688220661493048e+00,2.246951768645027769e+01
-5.878280184283055654e+00,2.226975911864201407e+01
-6.078268524268013451e+00,2.208982036415150318e+01
-6.292434804519442260e+00,2.193079262816334563e+01
-6.520513150222202903e+00,2.179388264362587435e+01
-6.762170061558839151e+00,2.168041236250241965e+01
-7.016980647419654993e+00,2.159181744200070696e+01
-7.284401307953222826e+00,2.152964374747908494e+01
-7.563738923694105054e+00,2.149554099107854199e+01
-7.854116682490036361e+00,2.149125250480395977e+01
-8.154436802961660291e+00,2.151860001503558095e+01
-8.463340605331037381e+00,2.157946215207195451e+01
-8.779166648158101438e+00,2.167574530769435981e+01
-9.099908003072210150e+00,2.180934536616577191e+01
-9.423170186565769768e+00,2.198209880688002471e+01
-9.746131810481974966e+00,2.219572174543333887e+01
-1.006551064389255146e+01,2.245173568790285756e+01
-1.037753847741563185e+01,2.275137917169994850e+01
-1.067794890554478293e+01,2.309550511119019944e+01
-1.096198282602031604e+01,2.348446461188818901e+01
-1.122441699880115706e+01,2.391797930748795764e+01
-1.145962127710321354e+01,2.439500592904361653e+01
-1.166164995246417924e+01,2.491359881252620312e+01
-1.182437185473574992e+01,2.547077830293821776e+01
-1.194164222405222553e+01,2.606241534731925569e+01
-1.200751676630504505e+01,2.668314470946088335e+01
-1.201650464118112893e+01,2.732632080307308797e+01
-1.196385248201569773e+01,2.798403065649475607e+01
-1.184584618656866795e+01,2.864717748335861103e+01
-1.166011167808776428e+01,2.930564528642955935e+01
-1.140589090772838254e+01,2.994854959272893780e+01
-1.108426604562404982e+01,3.056457185802289445e+01
-1.069830414274416519e+01,3.114236579109853054e+01
-1.025309743239078308e+01,3.167101385137011604e+01
-9.755681340585871553e+00,3.214050294708253830e+01
-9.214822965971698920e+00,3.254218164330040253e+01
-8.640686218956417974e+00,3.286915862789334142e+01
-8.044394139573391556e+00,3.311660491482657420e+01
-7.437521805459974544e+00,3.328193052076510128e+01
-6.831562341654234594e+00,3.336481925346229360e+01
-6.237412055085251872e+00,3.336712087589540943e+01
-5.664917881932646004e+00,3.329261566834775010e+01
-5.122521669304086700e+00,3.314667963652343019e+01
-4.617022983669373914e+00,3.293588720135208092e+01
-4.153467543512427973e+00,3.266759108376828635e+01
-3.735154533526457765e+00,3.234951640089321501e+01
-3.363745038208988181e+00,3.198939889995110164e+01
-3.039446857586844519e+00,3.159468758980777281e+01
-2.761248306634344729e+00,3.117232173735185441e+01
-2.527174711141863650e+00,3.072858292505688382e+01
-2.334545145010217482e+00,3.026901569909684397e+01
-2.180212285662183280e+00,2.979840572508536667e+01
-2.060773983326957826e+00,2.932080222378253254e+01
-1.972750412521363073e+00,2.883957133725904498e+01
-1.912724999607639864e+00,2.835746836956228378e+01
-1.877450500870228689e+00,2.787671894401834649e+01
-1.863923668314551474e+00,2.739910150936663058e+01
-1.869433048744741033e+00,2.692602593958189772e+01
-1.891584837736170810e+00,2.645860498313635745e+01
-1.928311579191404723e+00,2.599771692365034781e+01
-1.977868059216967511e+00,2.554405900014964459e+01
-2.038818142846736681e+00,2.509819194069122616e+01
-2.110015652009167297e+00,2.466057645427888545e+01
-2.190581752785991210e+00,2.423160277679873076e+01
-2.279880749030946063e+00,2.381161444681612238e+01
-2.377495685950738125e+00,2.340092745554004949e+01
-2.483204755394336161e+00,2.299984581837381015e+01
-2.596959160084373774e+00,2.260867448712730265e+01
-2.718862828226391137e+00,2.222773038531613565e+01
-2.849154162460599160e+00,2.185735221856941735e+01
-2.988189847391836906e+00,2.149790959611035035e+01
-3.136430618001653681e+00,2.114981190108741060e+01
-3.294428798181944895e+00,2.081351726768520294e+01
-3.462817346616595238e+00,2.048954195997593430e+01
-3.642300089526389950e+00,2.017847039879854165e+01
-3.833642770584748671e+00,1.988096604536679735e+01
-4.037664502628830476e+00,1.959778332026743186e+01
-4.255229159354172452e+00,1.932978071024500721e+01
-4.487236194327011596e+00,1.907793518866560945e+01
-4.734610316286921083e+00,1.884335804442649831e+01
-4.998289381352037708e+00,1.862731217340185452e+01
-5.279209782594286970e+00,1.843123083056115163e+01
-5.578288524659679837e+00,1.825673776287441186e+01
-5.896401066089924647e+00,1.810566853488014871e+01
-6.234353897010588952e+00,1.798009271056463731e+01
-6.592850699767172529e+00,1.788233635538599131e+01
-6.972450823511532114e+00,1.781500405739230430e+01
-7.373518704440840565e+00,1.778099932128236560e+01
-7.796162802187593499e+00,1.778354174779472174e+01
-8.240162629904535407e+00,1.782617885723122697e+01
-8.704882573011444080e+00,1.791278973733407298e+01
-9.189171476254596627e+00,1.804757688615035249e+01
-9.691247504764870513e+00,1.823504168702759287e+01
-1.020856864477202741e+01,1.847993792461653584e+01
-1.073769051334819125e+01,1.878719669116303237e+01
-1.127411501508190383e+01,1.916181505503119809e+01
-1.181213593560103092e+01,1.960870015078619844e+01
-1.234469088844072537e+01,2.013246017323034920e+01
-1.286323315527679156e+01,2.073713449179335200e+01
-1.335764177305126132e+01,2.142585722995219299e+01
-1.381619340755353775e+01,2.220045274690593118e+01
-1.422562448758834108e+01,2.306096810765169991e+01
-1.457131573267608182e+01,2.400515731810528663e+01
-1.483763210919536313e+01,2.502794500047800952e+01
-1.500844749459832883e+01,2.612091284006095293e+01
-1.506787280506773286e+01,2.727186912439245958e+01
-1.500118718348213065e+01,2.846457729666120429e+01
-1.479594318470080161e+01,2.967872949802461946e+01
-1.444317985602678789e+01,3.089025026441751720e+01
-1.393863630719745927e+01,3.207199834331610333e+01
-1.328382047791450660e+01,3.319489698020201729e+01
-1.248676412898251087e+01,3.422946478856684394e+01
-1.156229745806539277e+01,3.514764632778666709e+01
-1.053171437809056599e+01,3.592476675904440242e+01
-9.421774349537466620e+00,3.654137712499205293e+01
-8.263089724792592961e+00,3.698473573665971514e+01
-7.088058376220677914e+00,3.724970083711323809e+01
-5.928592304161730553e+00,3.733889136584240021e+01
-4.813937786920902795e+00,3.726209136357106644e+01
-3.768866617658393814e+00,3.703500115381085322e+01
-2.812444120385412916e+00,3.667754239518894366e+01
-1.957468452593981389e+00,3.621197904475207707e+01
-1.210557575515724071e+00,3.566111273278431781e+01
-5.727643192671719730e-01,3.504675744275203897e+01
-4.054454716122080082e-02,3.438861586360141587e+01
3.931077763188057794e-01,3.370359309315657015e+01
7.375205218982017197e-01,3.300551238922633956e+01
1.003315644960706798e+00,3.230515277086490755e+01
1.201561425788265414e+00,3.161051031919199517e+01
1.343128884198828477e+00,3.092718836420256068e+01
1.438244868615631722e+00,3.025883810690992348e+01
1.496215405472660409e+00,2.960759283288139798e+01
1.525284755746397325e+00,2.897446006752918279e+01
1.532595068362589963e+00,2.835965362189007166e+01
1.524215391452910406e+00,2.776286033335129133e+01
1.505214617918148257e+00,2.718344459615776998e+01
1.479759051872383990e+00,2.662059834090343458e+01
1.451220771175333102e+00,2.607344598970474081e+01
1.422287444048654592e+00,2.554111403262920987e+01
1.395067679770942926e+00,2.502277399252276524e+01
1.371188470628033729e+00,2.451766620393002327e+01
1.351882995960990819e+00,2.402511037242026504e+01
1.338068195219551670e+00,2.354450750359387357e+01
1.330412236933154801e+00,2.307533659570898266e+01
1.329392442126679841e+00,2.261714851085154976e+01
1.335344458622397257e+00,2.216955867351367004e+01
1.348503593941459355e+00,2.173223966931461248e+01
1.369039245027481977e+00,2.130491439937875597e+01
1.397083343365836949e+00,2.088735015548996898e+01
1.432753684330098531e+00,2.047935378813654594e+01
1.476172942775827224e+00,2.008076801882778639e+01
1.527484101440306219e+00,1.969146887925202449e+01
1.586862940026834812e+00,1.931136422713857570e+01
1.654528154435240594e+00,1.894039328023536939e+01
1.730749599623471191e+00,1.857852711706008719e+01
1.815855077316318233e+00,1.822577011007698999e+01
1.910236021815867158e+00,1.788216227974464090e+01
2.014352373592317669e+00,1.754778258400315494e+01
2.128736870791472668e+00,1.722275318581553449e+01
2.253998932559845958e+00,1.690724477066607179e+01
2.390828254089254035e+00,1.660148301624192868e+01
2.539998180115505377e+00,1.630575634794658768e+01
2.702368869524306660e+00,1.602042514659610006e+01
2.878890206608264446e+00,1.574593260879176704e+01
3.070604351857464387e+00,1.548281749605938984e+01
3.278647753956959843e+00,1.523172904562257912e+01
3.504252361366439139e+00,1.499344435290859678e+01
3.748745672300266119e+00,1.476888857216990125e+01
4.013549141228535788e+00,1.455915831457989462e+01
4.300174312524600140e+00,1.436554864910729457e+01
4.610215871140429300e+00,1.418958412478561826e+01
4.945340579025739203e+00,1.403305422548092274e+01
5.307270796760267473e+00,1.389805362822509949e+01
5.697760964895281610e+00,1.378702754724290536e+01
6.118565032094796408e+00,1.370282228542480141e+01
6.571392363142246396e+00,1.364874085273144644e+01
7.057849140116284836e+00,1.362860310647838880e+01
7.579361694445697850e+00,1.364680926924523874e+01
8.137077600979083059e+00,1.370840482007046113e+01
8.731739776015698951e+00,1.381914355276876982e+01
9.363528333278921423e+00,1.398554395746352519e+01
1.003186470037545241e+01,1.421493190571754184e+01
1.073517269035800581e+01,1.451545980866381491e+01
1.147059216083999722e+01,1.489608890286003806e+01
1.223364299807197142e+01,1.536651710233559243e+01
1.301784099322574662e+01,1.593703007652973369e+01
1.381427342431986283e+01,1.661824824697710667e+01
1.461115159994890256e+01,1.742073798513727922e+01
1.539337100737080277e+01,1.835445271972010417e+01
1.614212750664636431e+01,1.942797091066505999e+01
1.683465999548087666e+01,2.064750572521871774e+01
1.744421457743134596e+01,2.201567932438736364e+01
1.794034878864311722e+01,2.353008683255751876e+01
1.828971015405029377e+01,2.518172450859962908e+01
1.845742100696549670e+01,2.695342395376020050e+01
1.840916786416105211e+01,2.881851457967596275e+01
1.811401495204885492e+01,3.074001658129223102e+01
1.754782888045039968e+01,3.267072186352523744e+01
1.669701938311017031e+01,3.455451619853397460e+01
1.556209660529155414e+01,3.632919490575219612e+01
1.416037396451267405e+01,3.793080177055336577e+01
1.252708490738607594e+01,3.929918639641251588e+01
1.071430855042894592e+01,4.038409177830965291e+01
8.787448799631571106e+00,4.115076890061683201e+01
6.819538033689306999e+00,4.158400877724021427e+01
4.884198776239392359e+00,4.168968508409671614e+01
3.048497130307408653e+00,4.149340624869041250e+01
1.366991528222257113e+00,4.103654487695995101e+01
-1.220284148214778597e-01,4.037051685569257842e+01
-1.397696400207577128e+00,3.955051071088102788e+01
-2.455332247454113492e+00,3.862982749724464071e+01
-3.303497419591461703e+00,3.765564593913986613e+01
-3.960218199843052567e+00,3.666654607869330817e+01
-4.449175138469616542e+00,3.569168762929168537e+01
-4.796416248361870416e+00,3.475126015744486097e+01
-5.027868275205979565e+00,3.385772440674004002e+01
-5.167685177978350808e+00,3.301740492528202253e+01
-5.237324367026857885e+00,3.223210715351393674e+01
-5.255176390173597945e+00,3.150055972006689942e+01
-5.236568792201240718e+00,3.081959022366784495e+01
-5.193992517909429729e+00,3.018501743052473074e+01
-5.137438199091466373e+00,2.959228593081225966e+01
-5.074767116982451753e+00,2.903688850178229686e+01
-5.012071776906878107e+00,2.851462532875806488e+01
-4.954002608013087006e+00,2.802174488359170113e+01
-4.904051327868420351e+00,2.755500346096993880e+01
-4.864789798762089390e+00,2.711167196096270260e+01
-4.838067547651097478e+00,2.668951090330677189e+01
-4.825172981519228799e+00,2.628672840933839794e+01
-4.826963753376467103e+00,2.590193105642652682e+01
-4.843971413618649358e+00,2.553407393969898465e+01
-4.876484840242029328e+00,2.518241373327605004e+01
-4.924616217748937430e+00,2.484646679301293659e+01
-4.988352648799236455e+00,2.452597318001113180e+01
-5.067595884959367858e+00,2.422086674338595813e+01
-5.162192165062857718e+00,2.393125095435657457e+01
-5.271953744765060179e+00,2.365737993629243974e+01
-5.396673374581103744e+00,2.339964401729000087e+01
-5.536132720595897005e+00,2.315855909331038021e+01
-5.690105508441178017e+00,2.293475909581014349e+01
-5.858355996226753959e+00,2.272899088391402955e+01
-6.040633238108653380e+00,2.254211091111621812e+01
-6.236661482082404895e+00,2.237508303944855115e+01
-6.446126950825853186e+00,2.222897688317086917e+01
-6.668661182463398340e+00,2.210496605529252179e+01
-6.903821060246243313e+00,2.200432566168197823e+01
-7.151065639196679591e+00,2.192842833890415122e+01
-7.409729888062582148e+00,2.187873806455297654e+01
-7.678995512122640754e+00,2.185680088574029512e+01
-7.957859113289924125e+00,2.186423161766421330e+01
-8.245098086258769499e+00,2.190269546757202690e+01
-8.539234851131755732e+00,2.197388345111919250e+01
-8.838500291500798411e+00,2.207948040352551189e+01
-9.140797607882557685e+00,2.222112436756324882e+01
-9.443668211401616830e+00,2.240035619057615790e+01
-9.744261766822535975e+00,2.261855831573022613e+01
-1.003931303266194242e+01,2.287688204627839283e+01
-1.032512871038032465e+01,2.317616303708439318e+01
-1.059758805741103060e+01,2.351682546609966451e+01
-1.085216147047965407e+01,2.389877629458336727e+01
-1.108395151173955107e+01,2.432129225759476654e+01
-1.128776081155485222e+01,2.478290372667106567e+01
-1.145819080010316071e+01,2.528128130278013685e+01
-1.158977415103279007e+01,2.581313281919927860e+01
-1.167714203613415869e+01,2.637412017862793334e+01
-1.171522471121164166e+01,2.695880685640251428e+01
-1.169948059119063899e+01,2.756064764175506454e+01
-1.162614497319752438e+01,2.817203188931621582e+01
-1.149248524954284711e+01,2.878438985324682875e+01
-1.129704532842139919e+01,2.938836830851837334e+01
-1.103985872849002980e+01,2.997407655092181145e+01
-1.072260820977065165e+01,3.053139722176611315e+01
-1.034871058667858712e+01,3.105034879578476392e+01
-9.923309063786822648e+00,3.152147893549154389e+01
-9.453162160042953843e+00,3.193626145968038799e+01
-8.946427606405091382e+00,3.228746568494720748e+01
