x,z
1.055365162037662508e+01,2.893481434171653532e+01
1.069302584099749964e+01,2.961700437705440692e+01
1.079664954083749251e+01,3.027887739588860327e+01
1.086089093826524099e+01,3.090833544645160202e+01
1.088266489184515429e+01,3.149340671076411979e+01
1.085959570549720965e+01,3.202275710559560906e+01
1.079016389019152555e+01,3.248621000802037884e+01
1.067382446307578370e+01,3.287523002708491759e+01
1.051108526782022423e+01,3.318332575288676622e+01
1.030353621005348153e+01,3.340633178855870256e+01
1.005382408441377784e+01,3.354254194424454738e+01
9.765572421037411743e+00,3.359268174100047588e+01
9.443250874860112276e+00,3.355972671308021660e+01
9.092003387771724121e+00,3.344859023570008816e+01
8.717447979240921185e+00,3.326571778269158131e+01
8.325463061379169361e+00,3.301863160673477893e+01
7.921975415658991437e+00,3.271547017744735797e+01
7.512763515846113904e+00,3.236456105775019410e+01
7.103287110777982249e+00,3.197405605338590817e+01
6.698550431674150651e+00,3.155164572650590316e+01
6.303002639019437581e+00,3.110435890710910556e+01
5.920475675110628444e+00,3.063844330534045213e+01
5.554156892208796492e+00,3.015931661707876543e+01
5.206591860341629463e+00,2.967157380084631413e+01
4.879711641816433243e+00,2.917903512432314628e+01
4.574878452923219818e+00,2.868482047284404857e+01
4.292943851744173145e+00,2.819143753877062863e+01
4.034314207816563247e+00,2.770087420315971372e+01
3.799019050264188291e+00,2.721468817065602863e+01
3.586778813286874978e+00,2.673408939433467069e+01
3.397069397926877787e+00,2.626001285783298655e+01
3.229181780783108913e+00,2.579318081697064358e+01
3.082275589200669685e+00,2.533415467063042215e+01
2.955426117210836701e+00,2.488337730219391020e+01
2.847664681533984776e+00,2.444120709535020097e+01
2.758012525782964186e+00,2.400794496707220205e+01
2.685508691346486732e+00,2.358385575030020576e+01
2.629232403956668573e+00,2.316918515871697082e+01
2.588320593253192747e+00,2.276417342004217659e+01
2.561981184241358456e+00,2.236906650309997246e+01
2.549502787387180280e+00,2.198412570712704905e+01
2.550261378671492718e+00,2.160963624067284172e+01
2.563724510405394064e+00,2.124591529734451356e+01
2.589453534160968573e+00,2.089332003793325399e+01
2.627104253290576619e+00,2.055225581200176421e+01
2.676426357325691452e+00,2.022318489426749366e+01
2.737261926097363407e+00,1.990663596881636010e+01
2.809543228871856702e+00,1.960321456376598803e+01
2.893289983631663453e+00,1.931361461681720471e+01
2.988606183805680772e+00,1.903863133449882383e+01
3.095676543800051750e+00,1.877917549102581063e+01
3.214762559820315335e+00,1.853628929249248714e+01
3.346198127681478063e+00,1.831116390406173977e+01
3.490384603377558292e+00,1.810515869657861643e+01
3.647785133823029380e+00,1.791982220824503003e+01
3.818918023054447275e+00,1.775691472883018918e+01
4.004348832031642935e+00,1.761843228876494294e+01
4.204680836952046974e+00,1.750663166166773266e+01
4.420543391038316727e+00,1.742405575229890147e+01
4.652577648105409303e+00,1.737355842613069257e+01
4.901419013952247994e+00,1.735832742299088238e+01
5.167675596453311648e+00,1.738190346564045541e+01
5.451901832174512741e+00,1.744819300525026051e+01
5.754566384711323757e+00,1.756147122387290693e+01
6.076013350524338996e+00,1.772637093254944674e+01
6.416415790514154338e+00,1.794785187324887588e+01
6.775720656126729580e+00,1.823114369308400029e+01
7.153584332700480886e+00,1.858165459517702089e+01
7.549298325660497078e+00,1.900483653335097145e+01
7.961705123190114364e+00,1.950599704939029166e+01
8.389105047163630147e+00,2.009004780952390234e+01
8.829156021185129433e+00,2.076118107297418902e+01
9.278769702861046298e+00,2.152246834645661622e+01
9.734009385247246016e+00,2.237538106876132105e+01
1.018999745732432416e+01,2.331924205182281895e+01
1.064084292555279276e+01,2.435062911007855391e+01
1.107960230640908250e+01,2.546276887492030738e+01
1.149828969486236652e+01,2.664497834558089551e+01
1.188795338010470637e+01,2.788223203138746698e+01
1.223883620180084897e+01,2.915494960905547828e+01
1.254063397985084549e+01,3.043910708978161495e+01
1.278285992702697804e+01,3.170676664854773463e+01
1.295531243678327549e+01,3.292709002234460058e+01
1.304862923168879263e+01,3.406784424860444460e+01
1.305489387607428675e+01,3.509732911407866141e+01
1.296824373051001267e+01,3.598656422748391037e+01
1.278541532869386543e+01,3.671149006991221597e+01
1.250615809587560179e+01,3.725488674927364485e+01
1.213345372466303296e+01,3.760771893853769399e+01
1.167349759934213083e+01,3.776968591645668738e+01
1.113542838094154774e+01,3.774888268721810647e+01
1.053082687387360394e+01,3.756063300764808588e+01
9.873038119244473165e+00,3.722569754451208013e+01
9.176393929742490130e+00,3.676815294681205870e+01
8.455421899432893795e+00,3.621325960716925607e+01
7.724120373051429844e+00,3.558558971587451225e+01
6.995360017524308027e+00,3.490759500601097898e+01
6.280447172666121958e+00,3.419868645054498302e+01
5.588858266802512631e+00,3.347480412957274609e+01
4.928133170618664849e+00,3.274839152265626296e+01
4.303901072429551000e+00,3.202865876675159029e+01
3.720005666100734132e+00,3.132201842928063229e+01
3.178695904608982659e+00,3.063259494426673868e+01
2.680852283835408301e+00,2.996273477407231667e+01
2.226224546674482774e+00,2.931347078752204638e+01
1.813663206315788923e+00,2.868491671080222005e+01
1.441333307941355280e+00,2.807658401511631041e+01
1.106903826944020786e+00,2.748762431684789576e+01
8.077098724566087462e-01,2.691700629800990896e+01
5.408874997403820828e-01,2.636363861796683139e+01
3.034826228553895167e-01,2.582645050545279730e+01
9.253648234460540301e-02,2.530444066356714927e+01
-9.484943083133665076e-02,2.479670347697683042e+01
-2.614659924613250697e-01,2.430243972018635290e+01
-4.099637137331761383e-01,2.382095728084182440e+01
-5.428320059409093012e-01,2.335166595554185420e+01
-6.623880781650544058e-01,2.289406918854854212e+01
-7.707734149322391648e-01,2.244775469993077266e+01
-8.699560842743097044e-01,2.201238525897890952e+01
-9.617374096442961040e-01,2.158769036192782664e+01
-1.047761795013551378e+00,2.117345923009548869e+01
-1.129528718643701080e+00,2.076953531915202689e+01
-1.208406107490329173e+00,2.037581239162678415e+01
-1.285644472351341161e+00,1.999223212818350959e+01
-1.362391325840761835e+00,1.961878321950861803e+01
-1.439705523474268389e+00,1.925550187558772919e+01
-1.518571265083980881e+00,1.890247370240003733e+01
-1.599911571842877578e+00,1.855983692047714229e+01
-1.684601115612092803e+00,1.822778693055381183e+01
-1.773478324145863816e+00,1.790658226559479971e+01
-1.867356719664096110e+00,1.759655200390077212e+01
-1.967035470919693996e+00,1.729810475360399025e+01
-2.073309151340704037e+00,1.701173935387180336e+01
-2.186976699000211077e+00,1.673805747184199078e+01
-2.308849568620765957e+00,1.647777830583489234e+01
-2.439759051778620957e+00,1.623175563339513516e+01
-2.580562718808617095e+00,1.600099746515059351e+01
-2.732149904130501739e+00,1.578668857921370972e+01
-2.895446114952493044e+00,1.559021621129005553e+01
-3.071416190307352245e+00,1.541319915621360082e+01
-3.261065971516644790e+00,1.525752048807959760e+01
-3.465442164498387712e+00,1.512536401585593104e+01
-3.685629976609694047e+00,1.501925444231356188e+01
-3.922747993616279238e+00,1.494210096385950237e+01
-4.177939623721682594e+00,1.489724370829488187e+01
-4.452360273766739596e+00,1.488850191986269067e+01
-4.747159237374201979e+00,1.492022212097094602e+01
-5.063455067892649097e+00,1.499732355416025875e+01
-5.402302986197928369e+00,1.512533697624150442e+01
-5.764652646367589561e+00,1.531043127738174192e+01
-6.151294371431932362e+00,1.555942037752566520e+01
-6.562791810010934590e+00,1.587974038219422113e+01
-6.999398903383892367e+00,1.627938408362387435e+01
-7.460959165230756085e+00,1.676677669109996316e+01
-7.946785665563147028e+00,1.735057344196706453e+01
-8.455520912095366270e+00,1.803935699374261858e+01
-8.984977206161321561e+00,1.884121106946810542e+01
-9.531960212205252247e+00,1.976314798617735846e+01
-1.009208162015506005e+01,2.081037317878264759e+01
-1.065957105868776367e+01,2.198538180271051345e+01
-1.122710287805989715e+01,2.328690329387480062e+01
-1.178565987630729239e+01,2.470874130660109458e+01
-1.232446292346332584e+01,2.623859921307896670e+01
-1.283100163108122871e+01,2.785703284446919525e+01
-1.329120493662946600e+01,2.953672515255974318e+01
-1.368978928874212286e+01,3.124231856702968457e+01
-1.401081322825181275e+01,3.293105051224362967e+01
-1.423844808713708154e+01,3.455439332437641298e+01
-1.435794427057059863e+01,3.606078351763277823e+01
-1.435673303664747991e+01,3.739933440113156138e+01
-1.422556081366202818e+01,3.852418508924201035e+01
-1.395951706744910581e+01,3.939890504300449692e+01
-1.355880013750469715e+01,4.000022662743095481e+01
-1.302907934328867157e+01,4.032039486882477064e+01
-1.238136036185280453e+01,4.036763785665718984e+01
-1.163133798674503083e+01,4.016463621305843645e+01
-1.079830853140909319e+01,3.974529900762360768e+01
-9.903789982893481891e+00,3.915049897147218161e+01
-8.970040803705206400e+00,3.842357397555736753e+01
-8.018668044226817671e+00,3.760633356904210700e+01
-7.069476363606157499e+00,3.673607196997242141e+01
-6.139647099797281626e+00,3.584378489086022057e+01
-5.243270124341293581e+00,3.495351802837516431e+01
-4.391196897929063425e+00,3.408260147459592559e+01
-3.591149282960589328e+00,3.324245888656331260e+01
-2.848005808014133944e+00,3.243969932483805252e+01
-2.164190513557395779e+00,3.167726571614394615e+01
-1.540102606219909465e+00,3.095549309474221644e+01
-9.745418745972806995e-01,3.027300023754946068e+01
-4.651009582290437372e-01,2.962739040088850118e+01
-8.508866874254006341e-03,2.901576963996329539e+01
3.990800962246038863e-01,2.843510815914954293e+01
7.618514252981030133e-01,2.788247612688999766e+01
1.084145185071271111e+00,2.735518477631927325e+01
1.370314315574328035e+00,2.685085967711111365e+01
1.624619769856991525e+00,2.636746793725678728e+01
1.851155993288045920e+00,2.590331599519523564e+01
2.053800856235885597e+00,2.545703018566168652e+01
2.236184917427700203e+00,2.502752861562315800e+01
2.401675684614249295e+00,2.461399006891561569e+01
2.553373278170079530e+00,2.421582357066372992e+01
2.694114558469501652e+00,2.383264075265238446e+01
2.826483339632365421e+00,2.346423213618268377e+01
2.952824783527496777e+00,2.311054777277869121e+01
3.075262457554050588e+00,2.277168225917556654e+01
3.195716858368569113e+00,2.244786389548767502e+01
3.315924461900457310e+00,2.213944762647762587e+01
3.437456567134616225e+00,2.184691135238359294e+01
3.561737365306728798e+00,2.157085518642983502e+01
3.690060794092684837e+00,2.131200324841057991e+01
3.823605833656340103e+00,2.107120760155730821e+01
3.963449972677959732e+00,2.084945395181444283e+01
4.110580621608423968e+00,2.064786872628571857e+01
4.265904280723172626e+00,2.046772712455087273e+01
4.430253285054941870e+00,2.031046168749392677e+01
4.604389949732446752e+00,2.017767084851505288e+01
4.789007930379907130e+00,2.007112681710002988e+01
4.984730596935010638e+00,1.999278199055919458e+01
5.192106198790557237e+00,1.994477289275092602e+01
5.411599578453047954e+00,1.992942039640501051e+01
5.643580174750087330e+00,1.994922469816507515e+01
5.888306051056686030e+00,2.000685318646732114e+01
6.145903696679612338e+00,2.010511898179302648e+01
6.416343389982068324e+00,2.024694755572541283e+01
6.699409991759218919e+00,2.043532848151632209e+01
6.994669170753906151e+00,2.067324908365439029e+01
7.301429266022724462e+00,2.096360660818368871e+01
7.618699280397574825e+00,2.130909562610614572e+01
7.945143892563425680e+00,2.171206783401509099e+01
8.279036886449230082e+00,2.217436238018431993e+01
8.618215032960460320e+00,2.269710648885689963e+01
8.960035215210545800e+00,2.328048864594691381e+01
9.301338438956083365e+00,2.392351007398859508e+01
9.638425260805302486e+00,2.462372470140201131e+01
9.967048006256979065e+00,2.537698319955893211e+01
1.028242580157360564e+01,2.617720255776089644e+01
1.057928872577036117e+01,2.701618840938347432e+01
1.085195708195502107e+01,2.788354186727379513e+01
1.109446065710248952e+01,2.876668459398635491e+01
1.130070068055997190e+01,2.965103365744347030e+01
1.146465388871563995e+01,3.052034995610916113e+01
1.158061370611732599e+01,3.135726976201830496e+01
1.164345834979087968e+01,3.214400845906926207e+01
1.164893022473306239e+01,3.286320066811948237e+01
1.159390614518746077e+01,3.349881524223339824e+01
1.147663469891534227e+01,3.403706212026395406e+01
1.129691645775978870e+01,3.446719625773476281e+01
1.105620543182350346e+01,3.478212631206972105e+01
1.075761632644288213e+01,3.497875432245590588e+01
1.040583123545148858e+01,3.505800542245147255e+01
1.000691012670522007e+01,3.502454797762213445e+01
9.568020095400656899e+00,3.488624621103208767e+01
9.097107037120096606e+00,3.465342081178985723e+01
8.602538653025966653e+00,3.433801180727427749e+01
8.092748802857215651e+00,3.395273959479715131e+01
7.575910305998589500e+00,3.351034622209036229e+01
7.059657268762039806e+00,3.302297479676356318e+01
6.550870266581957146e+00,3.250171672253291177e+01
6.055529696838140907e+00,3.195633021956147601e+01
5.578635557273346812e+00,3.139511335182486462e+01
5.124186568228789262e+00,3.082490230267202236e+01
4.695208232356396394e+00,3.025116063380490061e+01
4.293818000425827286e+00,2.967812615244589125e+01
3.921315817835066664e+00,2.910898670192417015e+01
3.578289489048506411e+00,2.854606268841725836e+01
3.264726053514608761e+00,2.799098091677117495e+01
2.980122336022066332e+00,2.744483034333822147e+01
2.723589746236184883e+00,2.690829517777418545e+01
2.493950092484827685e+00,2.638176426464808699e+01
2.289820566959614556e+00,2.586541796508692670e+01
2.109687138311533428e+00,2.535929506510236919e+01
1.951966376093187794e+00,2.486334281566621840e+01
1.815056271817778066e+00,2.437745329467757571e+01
1.697376961993720901e+00,2.390148906454674105e+01
1.597402446095940620e+00,2.343530072475973824e+01
1.513684468025240148e+00,2.297873852571724029e+01
1.444869726884181915e+00,2.253165978140666326e+01
1.389711528304130139e+00,2.209393342992341402e+01
1.347076901079148570e+00,2.166544275934801078e+01
1.315950100119978039e+00,2.124608704647760149e+01
1.295433306102683035e+00,2.083578264449398887e+01
1.284745221754559852e+00,2.043446389606540947e+01
1.283218159153108884e+00,2.004208413235425823e+01
1.290294114575604612e+00,1.965861693759612550e+01
1.305520238892848406e+00,1.928405780572472139e+01
1.328544032893460125e+00,1.891842628345620625e+01
1.359108528250758230e+00,1.856176867805298514e+01
1.397047655656256326e+00,1.821416140356868496e+01
1.442281951200160561e+00,1.787571504367354436e+01
1.494814709448353929e+00,1.754657921997446479e+01
1.554728655799362702e+00,1.722694837056146611e+01
1.622183180488347531e+00,1.691706856333160403e+01
1.697412150884438864e+00,1.661724549182176602e+01
1.780722296323540732e+00,1.632785382740106073e+01
1.872492139426173319e+00,1.604934813039357522e+01
1.973171428426687246e+00,1.578227555363347889e+01
2.083281005184574930e+00,1.552729060450588605e+01
2.203413021868628974e+00,1.528517226472863832e+01
2.334231394279072891e+00,1.505684379941035189e+01
2.476472349705212572e+00,1.484339561581331957e+01
2.630944890184672147e+00,1.464611155401420817e+01
2.798530945835134620e+00,1.446649900076379147e+01
2.980184935044923655e+00,1.430632320632028431e+01
3.176932375847654200e+00,1.416764614057345995e+01
3.389867102512937880e+00,1.405287013367760274e+01
3.620146529679386216e+00,1.396478638618475188e+01
3.868984269463334513e+00,1.390662817543776697e+01
4.137639241198731277e+00,1.388212819065829606e+01
4.427400215666700056e+00,1.389557884960087186e+01
4.739564504102538933e+00,1.395189362310013692e+01
5.075409237837900100e+00,1.405666624541381005e+01
5.436153392692079755e+00,1.421622313142512972e+01
5.822908406218745725e+00,1.443766226377776896e+01
6.236614940253000228e+00,1.472886916704791105e+01
6.677963097549493909e+00,1.509849729400166751e+01
7.147293275429961845e+00,1.555589622028917240e+01
7.644474929619621051e+00,1.611096661689914100e+01
8.168760967836467657e+00,1.677391640156681518e+01
8.718616484554367219e+00,1.755488845932343622e+01
9.291522326986010327e+00,1.846342805637660334e+01
9.883756831927170694e+00,1.950775937932509763e+01
1.049016329013490179e+01,2.069384808028880940e+01
1.110391652236082116e+01,2.202424353980977045e+01
1.171630946241205606e+01,2.349672429889035641e+01
1.231658956342720579e+01,2.510281562986475734e+01
1.289188431557703751e+01,2.682631003602900677e+01
1.342726348620349341e+01,2.864199528063922173e+01
1.390599013898332892e+01,3.051486831278008438e+01
1.431000935668113705e+01,3.240016528970604526e+01
1.462070873633484247e+01,3.424453676479089381e+01
1.481995476840332060e+01,3.598860908919682089e+01
1.489136347497658974e+01,3.757097488093668858e+01
1.482170644369404400e+01,3.893335362761500562e+01
1.460229545661570150e+01,4.002631184999349045e+01
1.423014701375867652e+01,4.081463378738484238e+01
1.370872084527230506e+01,4.128131484853079769e+01
1.304806728558370921e+01,4.142930730117557658e+01
1.226430705889890937e+01,4.128058613668849830e+01
1.137848588459933374e+01,4.087270840221586354e+01
1.041496354611130926e+01,4.025361111163359595e+01
9.399578248121191137e+00,3.947573345968675085e+01
8.357849456327986815e+00,3.859055837374044984e+01
7.313444198775004956e+00,3.764438549020953673e+01
6.287051377550346487e+00,3.667571577848632813e+01
5.295714647347502968e+00,3.571421311763237583e+01
4.352593235253054083e+00,3.478092460391547291e+01
3.467067192441841250e+00,3.388932332419481952e+01
2.645081814544845145e+00,3.304675455324262856e+01
1.889629081341078543e+00,3.225596061159958339e+01
1.201281988283927848e+00,3.151647631150835238e+01
5.787212594410020561e-01,3.082579047041474851e+01
1.921664912727205632e-02,3.018024412269336310e+01
-4.809565203313435067e-01,2.957568176780549507e+01
-9.261717547849561694e-01,2.900789424119000870e+01
-1.321174522508146820e+00,2.847289833821253424e+01
-1.670867330849000965e+00,2.796709591554595420e+01
-1.980147974513670084e+00,2.748734866596434401e+01
-2.253791858404142534e+00,2.703099709089714153e+01
-2.496369892592871675e+00,2.659584496633750916e+01
-2.712194482029742559e+00,2.618012449413234322e+01
-2.905287287086532277e+00,2.578245251737268973e+01
-3.079363545410040981e+00,2.540178456325939038e+01
-3.237828740540664718e+00,2.503737086495235786e+01
-3.383784250560530893e+00,2.468871669170228245e+01
-3.520039311498691426e+00,2.435554808933782311e+01
-3.649127199790855425e+00,2.403778333923870392e+01
-3.773323995053780244e+00,2.373550995602854385e+01
-3.894668648226240926e+00,2.344896676577317152e+01
-4.014983368164262600e+00,2.317853046601874567e+01
-4.135893566715254543e+00,2.292470601478709469e+01
-4.258846780046518177e+00,2.268812019084569442e+01
-4.385130122087258719e+00,2.246951768645027769e+01
-4.515885931944682241e+00,2.226975911864201407e+01
-4.652125357178519494e+00,2.208982036415150318e+01
-4.794739673887469245e+00,2.193079262816334563e+01
-4.944509186950666546e+00,2.179388264362587435e+01
-5.102109583277820271e+00,2.168041236250241965e+01
-5.268115631105922070e+00,2.159181744200070696e+01
-5.443002132737295717e+00,2.152964374747908494e+01
-5.627142050258888695e+00,2.149554099107854199e+01
-5.820801737602410597e+00,2.149125250480395977e+01
-6.024133232091172907e+00,2.151860001503558095e+01
-6.237163589178221557e+00,2.157946215207195451e+01
-6.459781290793503494e+00,2.167574530769435981e+01
-6.691719826529963555e+00,2.180934536616577191e+01
-6.932538644184187859e+00,2.198209880688002471e+01
-7.181601798422345695e+00,2.219572174543333887e+01
-7.438054799628308622e+00,2.245173568790285756e+01
-7.700800384054732994e+00,2.275137917169994850e+01
-7.968474193390822968e+00,2.309550511119019944e+01
-8.239421664606219053e+00,2.348446461188818901e+01
-8.511677780747628930e+00,2.391797930748795764e+01
-8.782951702552981743e+00,2.439500592904361653e+01
-9.050618660008005634e+00,2.491359881252620312e+01
-9.311721789253622816e+00,2.547077830293821776e+01
-9.562986795801835527e+00,2.606241534731925569e+01
-9.800852338626874882e+00,2.668314470946088335e+01
-1.002151878139469154e+01,2.732632080307308797e+01
-1.022101736737333511e+01,2.798403065649475607e+01
-1.039530087883757048e+01,2.864717748335861103e+01
-1.054035540961067952e+01,2.930564528642955935e+01
-1.065233103645838852e+01,2.994854959272893780e+01
-1.072768702358538739e+01,3.056457185802289445e+01
-1.076334492578925328e+01,3.114236579109853054e+01
-1.075684084748474412e+01,3.167101385137011604e+01
-1.070646650597534766e+01,3.214050294708253830e+01
-1.061138798943640005e+01,3.254218164330040253e+01
-1.047173148708992940e+01,3.286915862789334142e+01
-1.028862696027657897e+01,3.311660491482657420e+01
-1.006420367820626005e+01,3.328193052076510128e+01
-9.801535490931630790e+00,3.336481925346229360e+01
-9.504538176003890726e+00,3.336712087589540943e+01
-9.177825563912026752e+00,3.329261566834775010e+01
-8.826534795714088943e+00,3.314667963652343019e+01
-8.456133483073088541e+00,3.293588720135208092e+01
-8.072222433132717256e+00,3.266759108376828635e+01
-7.680346944170688417e+00,3.234951640089321501e+01
-7.285827703106265041e+00,3.198939889995110164e+01
-6.893619436616537755e+00,3.159468758980777281e+01
-6.508202178713568209e+00,3.117232173735185441e+01
-6.133506791505645594e+00,3.072858292505688382e+01
-5.772873583469267267e+00,3.026901569909684397e+01
-5.429040739623362199e+00,2.979840572508536667e+01
-5.104157894227244086e+00,2.932080222378253254e+01
-4.799819503137215726e+00,2.883957133725904498e+01
-4.517112594075630483e+00,2.835746836956228378e+01
-4.256673834628831088e+00,2.787671894401834649e+01
-4.018751501252970648e+00,2.739910150936663058e+01
-3.803268717959128686e+00,2.692602593958189772e+01
-3.609885151037690143e+00,2.645860498313635745e+01
-3.438055119707538410e+00,2.599771692365034781e+01
-3.287080765655924885e+00,2.554405900014964459e+01
-3.156159495012029303e+00,2.509819194069122616e+01
-3.044425359795499997e+00,2.466057645427888545e+01
-2.950984389016866771e+00,2.423160277679873076e+01
-2.874944125393779082e+00,2.381161444681612238e+01
-2.815437787757495869e+00,2.340092745554004949e+01
-2.771643577576820228e+00,2.299984581837381015e+01
-2.742799695358571821e+00,2.260867448712730265e+01
-2.728215641831151839e+00,2.222773038531613565e+01
-2.727280360470675902e+00,2.185735221856941735e+01
-2.739467740669668139e+00,2.149790959611035035e+01
-2.764339951341884927e+00,2.114981190108741060e+01
-2.801549018007861935e+00,2.081351726768520294e+01
-2.850836996025270409e+00,2.048954195997593430e+01
-2.912035031084402981e+00,2.017847039879854165e+01
-2.985061536928601544e+00,1.988096604536679735e+01
-3.069919660294216257e+00,1.959778332026743186e+01
-3.166694144527677501e+00,1.932978071024500721e+01
-3.275547646010326996e+00,1.907793518866560945e+01
-3.396716500841995501e+00,1.884335804442649831e+01
-3.530505882386488103e+00,1.862731217340185452e+01
-3.677284232283043242e+00,1.843123083056115163e+01
-3.837476787314167748e+00,1.825673776287441186e+01
-4.011557961048718646e+00,1.810566853488014871e+01
-4.200042271552839601e+00,1.798009271056463731e+01
-4.403473434098614803e+00,1.788233635538599131e+01
-4.622411160665470753e+00,1.781500405739230430e+01
-4.857415126950076711e+00,1.778099932128236560e+01
-5.109025484699152742e+00,1.778354174779472174e+01
-5.377739216447996462e+00,1.782617885723122697e+01
-5.663981557793650090e+00,1.791278973733407298e+01
-5.968071659315429045e+00,1.804757688615035249e+01
-6.290181641009345626e+00,1.823504168702759287e+01
-6.630288227384897759e+00,1.847993792461653584e+01
-6.988116269123610280e+00,1.878719669116303237e+01
-7.363073693546068554e+00,1.916181505503119809e+01
-7.754177825699652082e+00,1.960870015078619844e+01
-8.159973636689789700e+00,2.013246017323034920e+01
-8.578445361864883267e+00,2.073713449179335200e+01
-9.006924141206074097e+00,2.142585722995219299e+01
-9.441995904390592997e+00,2.220045274690593118e+01
-9.879415654706887651e+00,2.306096810765169991e+01
-1.031403653799503317e+01,2.400515731810528663e+01
-1.073976445746313857e+01,2.502794500047800952e+01
-1.114955122263636156e+01,2.612091284006095293e+01
-1.153544084983255757e+01,2.727186912439245958e+01
-1.188868404535607581e+01,2.846457729666120429e+01
-1.219993435916868130e+01,2.967872949802461946e+01
-1.245953524172189297e+01,3.089025026441751720e+01
-1.265789970315238300e+01,3.207199834331610333e+01
-1.278597336355689151e+01,3.319489698020201729e+01
-1.283575807499265231e+01,3.422946478856684394e+01
-1.280085868039163799e+01,3.514764632778666709e+01
-1.267700255815901400e+01,3.592476675904440242e+01
-1.246247374015216991e+01,3.654137712499205293e+01
-1.215840380109069940e+01,3.698473573665971514e+01
-1.176887239346088876e+01,3.724970083711323809e+01
-1.130079099173686785e+01,3.733889136584240021e+01
-1.076357112297935359e+01,3.726209136357106644e+01
-1.016860778937350851e+01,3.703500115381085322e+01
-9.528633672201996418e+00,3.667754239518894366e+01
-8.857014717020337713e+00,3.621197904475207707e+01
-8.167060090577702880e+00,3.566111273278431781e+01
-7.471409839071505132e+00,3.504675744275203897e+01
-6.781545287091072183e+00,3.438861586360141587e+01
-6.107445213098086967e+00,3.370359309315657015e+01
-5.457389914156397737e+00,3.300551238922633956e+01
-4.837898870550938035e+00,3.230515277086490755e+01
-4.253777418999773907e+00,3.161051031919199517e+01
-3.708243534520970108e+00,3.092718836420256068e+01
-3.203106292648990383e+00,3.025883810690992348e+01
-2.738971176522527973e+00,2.960759283288139798e+01
-2.315452518323009024e+00,2.897446006752918279e+01
-1.931378790916068455e+00,2.835965362189007166e+01
-1.584981404988202502e+00,2.776286033335129133e+01
-1.274061725344091123e+00,2.718344459615776998e+01
-9.961340910178670960e-01,2.662059834090343458e+01
-7.485447767288420096e-01,2.607344598970474081e+01
-5.285682219384244540e-01,2.554111403262920987e+01
-3.334826553397165494e-01,2.502277399252276524e+01
-1.606276218286505908e-01,2.451766620393002327e+01
-7.446012582982136641e-03,2.402511037242026504e+01
1.284868882714151617e-01,2.354450750359387357e+01
2.494450189662288098e-01,2.307533659570898266e+01
3.575417407629214450e-01,2.261714851085154976e+01
4.547268108992972846e-01,2.216955867351367004e+01
5.427885756716073207e-01,2.173223966931461248e+01
6.233600774985925685e-01,2.130491439937875597e+01
6.979279942514815538e-01,2.088735015548996898e+01
7.678435291629170933e-01,2.047935378813654594e+01
8.343345446796351927e-01,2.008076801882778639e+01
8.985183844892543625e-01,1.969146887925202449e+01
9.614149561843595704e-01,1.931136422713857570e+01
1.023959754568606995e+00,1.894039328023536939e+01
1.087016594555270332e+00,1.857852711706008719e+01
1.151389895062090440e+00,1.822577011007698999e+01
1.217836413287513242e+00,1.788216227974464090e+01
1.287076374140348589e+00,1.754778258400315494e+01
1.359803974085545430e+00,1.722275318581553449e+01
1.436697263756138154e+00,1.690724477066607179e+01
1.518427430636508868e+00,1.660148301624192868e+01
1.605667512981783451e+00,1.630575634794658768e+01
1.699100579695155711e+00,1.602042514659610006e+01
1.799427408678070828e+00,1.574593260879176704e+01
1.907373688471090123e+00,1.548281749605938984e+01
2.023696754809727771e+00,1.523172904562257912e+01
2.149191854724450845e+00,1.499344435290859678e+01
2.284697905388649808e+00,1.476888857216990125e+01
2.431102682079811395e+00,1.455915831457989462e+01
2.589347327994683923e+00,1.436554864910729457e+01
2.760430026447675544e+00,1.418958412478561826e+01
2.945408610916950831e+00,1.403305422548092274e+01
3.145401807727829624e+00,1.389805362822509949e+01
3.361588706631073453e+00,1.378702754724290536e+01
3.595205932457494313e+00,1.370282228542480141e+01
3.847541842421224434e+00,1.364874085273144644e+01
4.119926894493326941e+00,1.362860310647838880e+01
4.413719119055622642e+00,1.364680926924523874e+01
4.730283376594630163e+00,1.370840482007046113e+01
5.070962799033075896e+00,1.381914355276876982e+01
5.437040496731338379e+00,1.398554395746352519e+01
5.829689280386096684e+00,1.421493190571754184e+01
6.249906822385032257e+00,1.451545980866381491e+01
6.698433409182329434e+00,1.489608890286003806e+01
7.175649284348096124e+00,1.536651710233559243e+01
7.681448655720483742e+00,1.593703007652973369e+01
8.215087889471009319e+00,1.661824824697710667e+01
8.775006442955895380e+00,1.742073798513727922e+01
9.358620958655196276e+00,1.835445271972010417e+01
9.962095963526756748e+00,1.942797091066505999e+01
1.058009911783871715e+01,2.064750572521871774e+01
1.120555520560293239e+01,2.201567932438736364e+01
1.182942114278577428e+01,2.353008683255751876e+01
1.244051390737150875e+01,2.518172450859962908e+01
1.302543353203938636e+01,2.695342395376020050e+01
1.356863227953199669e+01,2.881851457967596275e+01
1.405268583799490223e+01,3.074001658129223102e+01
1.445881874940029732e+01,3.267072186352523744e+01
1.476771976250530827e+01,3.455451619853397460e+01
1.496064972456579412e+01,3.632919490575219612e+01
1.502079441263837012e+01,3.793080177055336577e+01
1.493475236782580140e+01,3.929918639641251588e+01
